問題ID,問題文,選択肢A,選択肢B,選択肢C,選択肢D,選択肢E,正解,解説,間違えやすいポイント
LSC_Set2_006,クエン酸回路（TCAサイクル）が進行する細胞内の場所はどこか。,細胞質基質,ミトコンドリア外膜,ミトコンドリア膜間腔,ミトコンドリア・マトリックス,核内,D,TCAサイクルの酵素群は主にミトコンドリアのマトリックス（内側）に存在する（コハク酸脱水素酵素のみ内膜結合）。,解糖系（細胞質）や電子伝達系（内膜）との場所の違いを整理する。
LSC_Set2_007,電子伝達系において、プロトン（H+）はどこからどこへ汲み出されるか。,マトリックスから膜間腔へ,膜間腔からマトリックスへ,細胞質からマトリックスへ,マトリックスから細胞質へ,内膜から外膜へ,A,電子伝達のエネルギーを使って、プロトンはマトリックスから内膜を越えて「膜間腔」へ汲み出される。この濃度勾配がATP合成の駆動力となる。,ATP合成酵素を通って戻るときは「膜間腔→マトリックス」。方向を逆に覚えないように。
LSC_Set2_008,脂肪酸の $\beta$ 酸化によって生成され、TCAサイクルに入ってエネルギー産生に使われる物質はどれか。,ピルビン酸,乳酸,アセチルCoA,マロニルCoA,グリセロール,C,脂肪酸は炭素2個単位で切断され、アセチルCoAとなってTCAサイクルに入る。大量のATPを生み出す。,ピルビン酸は解糖系の産物。マロニルCoAは脂肪酸合成の中間体。
LSC_Set2_009,タンパク質代謝において、アミノ酸のアミノ基から生じた有毒なアンモニアを無毒な尿素に変換する代謝経路はどれか。,コリ回路,尿素回路（オルニチン回路）,クエン酸回路,ペントースリン酸経路,グルコース-アラニン回路,B,肝臓で行われる尿素回路は、アンモニアをCO2と結合させて尿素に変換し、排泄可能な形にする。,尿酸（核酸の代謝産物）と混同しないこと。
LSC_Set2_010,ビタミンB1（チアミン）の欠乏によって引き起こされる疾患はどれか。,壊血病,くる病,脚気・ウェルニッケ脳症,ペラグラ,悪性貧血,C,ビタミンB1は糖代謝の補酵素であり、欠乏すると神経系や心臓に影響が出て、脚気やウェルニッケ脳症を引き起こす。,壊血病（C）、くる病（D）、ペラグラ（ナイアシン）、悪性貧血（B12）との対応。
LSC_Set2_011,胃壁細胞から分泌される内因子と結合して回腸から吸収されるビタミンはどれか。,ビタミンA,ビタミンB1,ビタミンB6,ビタミンB12,ビタミンC,D,ビタミンB12（コバラミン）は胃の内因子と複合体を形成しないと吸収されない。胃切除後などに欠乏しやすく、巨赤芽球性貧血（悪性貧血）の原因となる。,吸収部位が「回腸末端」であることも重要。
LSC_Set2_012,インスリン受容体のように、リガンドが結合すると自己リン酸化してシグナルを伝える受容体の種類はどれか。,Gタンパク質共役型受容体 (GPCR),イオンチャネル型受容体,チロシンキナーゼ型受容体,核内受容体,サイトカイン受容体,C,インスリンや成長因子の受容体は、細胞内ドメインにチロシンキナーゼ活性を持ち、リン酸化カスケードを開始する。,GPCR（7回膜貫通）とは仕組みが全く異なる。
LSC_Set2_013,がん抑制遺伝子であり、DNA損傷を検知して細胞周期を停止させたりアポトーシスを誘導することから「ゲノムの守護神」と呼ばれるのはどれか。,Ras,Myc,p53,Src,HER2,C,p53遺伝子は最も有名な癌抑制遺伝子で、多くの癌で変異が見られる。DNA修復や細胞死の指令塔。,他（Ras
LSC_Set2_014,染色体の末端にあり、細胞分裂のたびに短縮し、細胞の寿命（老化）に関与する構造はどれか。,セントロメア,テロメア,ヌクレオソーム,プロモーター,エンハンサー,B,テロメアは染色体末端の反復配列で、DNA保護の役割を持つが、複製ごとに短くなり、ある限界を超えると細胞は分裂しなくなる（ヘイフリック限界）。,セントロメア（中央のくびれ）と混同しない。
LSC_Set2_015,特定の遺伝子のmRNAに結合して、その翻訳を抑制したり分解したりすることで遺伝子発現を抑制する現象（RNA干渉）に関与する短いRNAはどれか。,mRNA,tRNA,rRNA,miRNA (microRNA),snRNA,D,miRNAやsiRNAは、標的mRNAと相補的に結合して遺伝子発現を抑制（サイレンシング）する。,tRNAやrRNAは翻訳の実行部隊であり、抑制因子ではない。
LSC_Set2_016,アロステリック酵素において、反応速度と基質濃度の関係（ミカエリス・メンテンプロット）はどのような形状を示すか。,双曲線（直角双曲線）,シグモイド曲線（S字状）,直線,放物線,指数関数曲線,B,アロステリック酵素は、基質結合が協同性を持つため、S字状（シグモイド）の曲線を描く。ヘモグロビンの酸素解離曲線と同様。,ミカエリス・メンテン型酵素（双曲線）との違いが特徴的。
LSC_Set2_017,タンパク質を電気泳動で分離し、特異抗体を用いて特定のタンパク質を検出する実験手法はどれか。,サザンブロット,ノーザンブロット,ウエスタンブロット,PCR,ELISA,C,ウエスタンブロットはタンパク質を対象とする。サザンはDNA、ノーザンはRNA。,東西南北の方角と対象分子（DNA
LSC_Set2_018,PCR（ポリメラーゼ連鎖反応）において、DNA鎖を変性させて一本鎖にする工程は通常何度で行われるか。,37℃,55℃,72℃,94℃,120℃,D,PCRは「熱変性（約94-98℃）」→「アニーリング（約50-65℃）」→「伸長（約72℃）」のサイクルを繰り返す。二本鎖をほどくには高温が必要。,72℃はTaqポリメラーゼの至適温度（伸長反応）。
STAT_Set2_001,右に裾を引いた（右に歪んだ）分布において、代表値の大小関係として一般的に正しいのはどれか。,平均値 > 中央値 > 最頻値,最頻値 > 中央値 > 平均値,平均値 = 中央値 = 最頻値,中央値 > 平均値 > 最頻値,関係性は定まらない,A,右に裾が長い分布（所得分布など）では、極端に大きな値（外れ値）に平均値が引っ張られるため、平均値が最も大きくなり、次いで中央値、最頻値の順となることが多い。,左に歪んだ分布（平均 < 中央 < 最頻）や、正規分布（すべて一致）と混同しないように。
STAT_Set2_002,相関係数 $r = 0$ が意味することとして最も適切なのはどれか。,2変数間に全く関係がない（独立である）。,2変数間に直線的な関係（線形関係）がない。,2変数間に因果関係がない。,2変数は正規分布に従う。,データの分散が0である。,B,相関係数は「線形（直線）」関係の強さを測る指標である。$r=0$ であっても、U字型（2次関数）のような強い非線形関係が存在する可能性があるため、「関係がない（独立）」とは断定できない。,「無相関＝独立」は多変量正規分布などの特殊な条件下でのみ成立する。一般には独立なら無相関だが、無相関でも独立とは限らない。
STAT_Set2_003,統計的仮説検定において、「検出力（Power）」を表す確率はどれか。ただし、有意水準を $\alpha$、第2種の過誤確率を $\beta$ とする。,$\alpha$,$1 - \alpha$,$\beta$,$1 - \beta$,$p$ 値,D,検出力は「帰無仮説が偽である（差がある）ときに、正しく帰無仮説を棄却できる（差を見つけられる）確率」であり、$1 - \beta$ で定義される。,第1種の過誤（$\alpha$）や第2種の過誤（$\beta$）そのものと混同しやすい。検出力は高いほうが望ましい。
STAT_Set2_004,二項分布 $B(n, p)$ に従う確率変数の期待値（平均）を表す式はどれか。,$np$,$np(1-p)$,$\sqrt{np(1-p)}$,$n/p$,D,option_a,二項分布の期待値は $E[X] = np$、分散は $V[X] = np(1-p)$ である。
STAT_Set2_005,母集団から標本を抽出して平均値を推定する際、標本サイズ（$n$）を4倍にすると、標本平均の標準誤差（SEM）はどうなるか。,4倍になる,2倍になる,変わらない,1/2になる,1/4になる,D,標準誤差は $\sigma / \sqrt{n}$ で表される。$n$ が4倍になると分母は $\sqrt{4}=2$ 倍になるため、標準誤差は半分（1/2）になる。,分散（$1/n$になる）や、平方根を忘れて1/4にしてしまうミスに注意。精度を2倍にするにはデータが4倍必要。
STAT_Set2_006,ある検査において「病気がある人を正しく陽性と判定する確率」を何というか。,感度 (Sensitivity),特異度 (Specificity),陽性的中率 (PPV),陰性的中率 (NPV),偽陽性率,A,感度は「病気のある集団」の中で陽性が出る割合。特異度は「病気のない集団」の中で陰性が出る割合。,実際に陽性が出た時に病気である確率（陽性的中率）とは異なる。定義を正確に区別すること。
STAT_Set2_007,2つの対応のある（ペアになった）データ群の平均値の差を検定するのに適した手法はどれか。,スチューデントのt検定（対応なし）,対応のあるt検定,F検定,カイ二乗検定,マン・ホイットニーのU検定,B,同一被験者の前後比較など、データに対応がある場合は「対応のあるt検定」を用いる。差分の平均が0かどうかを検定する。,対応のないt検定（独立2群）を使うと、個体差の影響で検出力が低下する。
STAT_Set2_008,クロス集計表（分割表）を用いて、2つのカテゴリー変数（例：喫煙の有無と肺がんの有無）に関連があるかを検定する手法はどれか。,t検定,分散分析 (ANOVA),カイ二乗検定（独立性の検定）,相関分析,回帰分析,C,度数データ（カテゴリーデータ）の適合度や独立性の検定には、ピアソンのカイ二乗検定が用いられる。,量的データの平均比較であるt検定やANOVAと区別する。
STAT_Set2_010,独立な2つの事象AとBについて、Aが起こる確率を $P(A) = 0.4$、Bが起こる確率を $P(B) = 0.5$ とするとき、AとBが同時に起こる確率 $P(A \cap B)$ はいくらか。,0.1,0.2,0.4,0.5,0.9,B,事象が独立である場合、積事象の確率は個々の確率の積となる。$0.4 \times 0.5 = 0.2$。,排反事象（同時に起こらない）の場合の0や、和事象（0.4+0.5-0.2=0.7）と混同しないように。
STAT_Set2_011,条件付き確率 $P(B|A)$ の定義式として正しいのはどれか。ただし $P(A) > 0$ とする。,$\frac{P(A \cap B)}{P(B)}$,$\frac{P(A \cap B)}{P(A)}$,$\frac{P(A)}{P(B)}$,$P(A) \times P(B)$,$P(A) - P(B)$,B,Aが起きたという条件下でBが起きる確率は、AとBの積事象の確率を条件Aの確率で割ったもの。,分母が条件となる事象の確率（$P(A)$）であることを確認する。
STAT_Set2_012,ある病気の有病率が低い場合、スクリーニング検査で陽性となった人が本当に病気である確率（陽性的中率）はどうなる傾向があるか。,非常に高くなる,感度と同じになる,特異度と同じになる,低くなる,変化しない,D,有病率が低いと、検査が陽性になる人のうち「偽陽性（病気でないのに陽性）」の割合が相対的に増えるため、陽性的中率は著しく低下する（偽陽性のパラドックス）。,感度・特異度が高くても、有病率の影響を強く受ける点に注意。
STAT_Set2_013,箱ひげ図において、箱の「長さ」（上端と下端の差）が表す統計量はどれか。,範囲 (Range),分散 (Variance),標準偏差 (SD),四分位範囲 (IQR),信頼区間 (CI),D,箱の上端は第3四分位数(Q3)、下端は第1四分位数(Q1)であり、その差は四分位範囲(IQR)を表す。データの散らばりのロバストな指標。,「範囲（最大値-最小値）」はひげの端から端（または外れ値を含む全範囲）であり、箱の長さではない。
STAT_Set2_014,名義尺度（Nominal scale）に分類されるデータはどれか。,身長 (cm),体重 (kg),テストの点数,血液型 (A, B,B, AB),満足度（5段階評価）
STAT_Set2_015,回帰分析において、決定係数 $R^2$ が $1$ に近いことは何を意味するか。,データに外れ値が多い。,回帰直線がデータによく当てはまっている。,変数間に因果関係がない。,傾きが1に近い。,相関係数が0に近い。,B,決定係数は、回帰モデルがデータの変動をどれだけ説明できているか（当てはまりの良さ）を示す指標。1に近いほど説明力が高い。,「相関係数」ではないが、単回帰では相関係数の2乗に等しい。
STAT_Set2_016,標準偏差が10の母集団からサイズ100の標本を抽出したとき、標本平均の標準誤差はいくらか。,0.1,1,10,100,1000,B,標準誤差 $SE = \sigma / \sqrt{n} = 10 / \sqrt{100} = 10 / 10 = 1$。,計算問題だが、公式を覚えていれば暗算可能。
STAT_Set2_017,生存分析において、打ち切り（Censoring）データを扱いつつ、生存率曲線を推定する代表的な手法はどれか。,カプラン・マイヤー法,ロジスティック回帰分析,主成分分析,クラスター分析,t検定,A,カプラン・マイヤー法は、観察期間中にイベントが起きなかった（打ち切り）例を含めて生存率を推定するノンパラメトリック手法。,ロジスティック回帰は「発生するか否か」の2値解析だが、時間の要素を含まない（またはオッズ比を見る）。
STAT_Set2_018,ある事象が一定期間に平均 $\lambda$ 回起こるとき、その発生回数が従う確率分布はどれか。,正規分布,二項分布,ポアソン分布,指数分布,t分布,C,ランダムな稀な事象のカウントデータ（例：1時間の救急搬送数）はポアソン分布に従う。,指数分布は「発生間隔（時間）」の分布。二項分布は「試行回数nが決まっている」場合。
STAT_Set2_019,2つの変数の相関係数が $r = -0.8$ であるとき、正しい解釈はどれか。,2変数には強い正の相関がある。,2変数には強い負の相関がある。,2変数にはほとんど相関がない。,一方が増えると他方も増える傾向がある。,因果関係が証明された。,B,$|r|$ が1に近いほど相関が強く、マイナスは負の相関（片方が増えると片方が減る）を意味する。0.8は強い相関。,負の符号を「相関が弱い」と誤解しないこと。また「因果関係」は相関からは断定できない。
BIO_Set2_001,ミトコンドリアの内膜が内側に陥入して形成されるひだ状の構造を何と呼ぶか。,マトリックス,クリステ（稜）,チラコイド,グラナ,ストロマ,B,ミトコンドリア内膜のひだはクリステと呼ばれ、電子伝達系の酵素群が存在する表面積を広げている。,マトリックスは内膜に囲まれた内部空間。チラコイドは葉緑体の構造。
BIO_Set2_002,滑面小胞体（SER）の主な機能として正しいのはどれか。,タンパク質の合成,脂質の合成とCaイオンの貯蔵,リボソームの産生,ATPの合成,不要物の分解,B,滑面小胞体は表面にリボソームを持たず、脂質・ステロイドの合成や、筋細胞（筋小胞体）におけるカルシウムイオンの貯蔵・放出を担う。,粗面小胞体（タンパク質合成）との機能対比は必須。
BIO_Set2_003,ゴルジ体（ゴルジ装置）の主な役割はどれか。,遺伝情報の転写,タンパク質の糖鎖修飾と選別・配送,エネルギー産生,細胞内消化,細胞分裂の制御,B,ゴルジ体は小胞体から送られてきたタンパク質に糖鎖を付加・修飾し、リソソーム・細胞膜・分泌顆粒などの行き先別に選別（ソーティング）して送り出す。,「細胞の配送センター」としての役割。
BIO_Set2_004,細胞周期において、DNAの複製が行われる時期はどれか。,G1期,S期,G2期,M期,G0期,B,S期（Synthesis phase）にDNAポリメラーゼによってDNAが複製され、量が2倍（2n→4n）になる。,"分裂期（M期）や準備期間（G1, G2）と明確に区別する。"
BIO_Set2_005,体細胞分裂の後期（Anaphase）に起こる現象はどれか。,核膜の消失,染色体の赤道面への配列,姉妹染色分体の分離と両極への移動,細胞質分裂の完了,DNAの凝縮開始,C,後期には、接着していた姉妹染色分体が分離し、紡錘糸に引かれて反対側の極へ移動する。,染色体が並ぶのは中期。核膜消失は前期〜前中期。
BIO_Set2_006,上皮細胞同士を密着させ、物質が細胞間隙を通過するのを防ぐ「バリア機能」を持つ結合はどれか。,密着結合（タイトジャンクション）,接着結合,デスモソーム,ギャップ結合,ヘミデスモソーム,A,密着結合は細胞膜同士を網目状に密着させ、水やイオンの漏出を防ぐシール（バリア）の役割を果たす。,デスモソームは機械的強度、ギャップ結合は通信、ヘミデスモソームは基底膜との接着。
BIO_Set2_007,グルコーストランスポーター（GLUT）によるグルコースの細胞内への取り込みは、どの輸送様式に分類されるか。,単純拡散,促進拡散,一次能動輸送,二次能動輸送,エキソサイトーシス,B,GLUTは濃度勾配に従ってグルコースを輸送するが、輸送体タンパク質（キャリア）を介するため「促進拡散」である。ATPは直接消費しない。,小腸や尿細管でのSGLTによる輸送はNa+濃度勾配を利用する「二次能動輸送」。これと混同しないこと。
BIO_Set2_008,細胞骨格のうち、筋収縮やアメーバ運動に関与し、最も径が細い繊維はどれか。,微小管,中間径フィラメント,アクチンフィラメント（マイクロフィラメント）,コラーゲン細線維,ミオシンフィラメント,C,アクチンフィラメント（約7nm）は最も細く、細胞膜直下に多く存在して細胞の形態変化や運動、分裂溝の形成に関わる。,微小管（25nm）は輸送レールや紡錘体。中間径（10nm）は強度維持。
LSC_Set2_001,DNA複製において、ラギング鎖で合成される短いDNA断片を何と呼ぶか。,プロモーター,オペロン,岡崎フラグメント,イントロン,テロメア,C,ラギング鎖は複製フォークの進行方向と逆向きに合成されるため、短い断片（岡崎フラグメント）を不連続に合成し、後でリガーゼで連結する。,日本人が発見した名称として有名。
LSC_Set2_002,真核生物の転写開始に関与し、RNAポリメラーゼが結合するDNA上の特定の塩基配列領域を何と呼ぶか。,プロモーター,エンハンサー,ターミネーター,オペレーター,エクソン,A,プロモーター（TATAボックスなど）は転写開始位置の上流にあり、基本転写因子やRNAポリメラーゼが結合して転写を開始させる。,エンハンサーは遠隔から転写効率を高める領域。
LSC_Set2_003,翻訳の開始コドンとして機能し、メチオニンを指定するコドンはどれか。,UAA,UAG,AUG,UGA,AAA,C,AUGはメチオニンをコードし、翻訳の開始点（開始コドン）となる。,"UAA, UAG, UGAは終止コドン。AAAはリジン。"
LSC_Set2_004,酵素反応速度論において、競合阻害剤を加えたときのラインウィーバー・バークプロット（二重逆数プロット）の特徴はどれか。,$y$切片（$1/V_{max}$）が変わらず、$x$切片が変わる。,$y$切片が大きくなり、$x$切片は変わらない。,$y$切片も$x$切片も変わる。,傾きが変わらない。,直線にならなくなる。,A,競合阻害は基質濃度を上げれば阻害を打ち消せるため、$V_{max}$（最大速度）は変わらない（$y$切片不変）。しかし見かけの$K_m$が大きくなるため、$x$切片（$-1/K_m$）は原点に近づく。,非競合阻害（$V_{max}$低下、$y$切片上昇）とのグラフの区別は頻出。
LSC_Set2_006,クエン酸回路（TCAサイクル）が進行する細胞内の場所はどこか。,細胞質基質,ミトコンドリア外膜,ミトコンドリア膜間腔,ミトコンドリア・マトリックス,核内,D,TCAサイクルの酵素群は主にミトコンドリアのマトリックス（内側）に存在する（コハク酸脱水素酵素のみ内膜結合）。,解糖系（細胞質）や電子伝達系（内膜）との場所の違いを整理する。
LSC_Set2_007,電子伝達系において、プロトン（H+）はどこからどこへ汲み出されるか。,マトリックスから膜間腔へ,膜間腔からマトリックスへ,細胞質からマトリックスへ,マトリックスから細胞質へ,内膜から外膜へ,A,電子伝達のエネルギーを使って、プロトンはマトリックスから内膜を越えて「膜間腔」へ汲み出される。この濃度勾配がATP合成の駆動力となる。,ATP合成酵素を通って戻るときは「膜間腔→マトリックス」。方向を逆に覚えないように。
LSC_Set2_008,脂肪酸の $\beta$ 酸化によって生成され、TCAサイクルに入ってエネルギー産生に使われる物質はどれか。,ピルビン酸,乳酸,アセチルCoA,マロニルCoA,グリセロール,C,脂肪酸は炭素2個単位で切断され、アセチルCoAとなってTCAサイクルに入る。大量のATPを生み出す。,ピルビン酸は解糖系の産物。マロニルCoAは脂肪酸合成の中間体。
LSC_Set2_009,タンパク質代謝において、アミノ酸のアミノ基から生じた有毒なアンモニアを無毒な尿素に変換する代謝経路はどれか。,コリ回路,尿素回路（オルニチン回路）,クエン酸回路,ペントースリン酸経路,グルコース-アラニン回路,B,肝臓で行われる尿素回路は、アンモニアをCO2と結合させて尿素に変換し、排泄可能な形にする。,尿酸（核酸の代謝産物）と混同しないこと。
LSC_Set2_010,ビタミンB1（チアミン）の欠乏によって引き起こされる疾患はどれか。,壊血病,くる病,脚気・ウェルニッケ脳症,ペラグラ,悪性貧血,C,ビタミンB1は糖代謝の補酵素であり、欠乏すると神経系や心臓に影響が出て、脚気やウェルニッケ脳症を引き起こす。,壊血病（C）、くる病（D）、ペラグラ（ナイアシン）、悪性貧血（B12）との対応。
LSC_Set2_011,胃壁細胞から分泌される内因子と結合して回腸から吸収されるビタミンはどれか。,ビタミンA,ビタミンB1,ビタミンB6,ビタミンB12,ビタミンC,D,ビタミンB12（コバラミン）は胃の内因子と複合体を形成しないと吸収されない。胃切除後などに欠乏しやすく、巨赤芽球性貧血（悪性貧血）の原因となる。,吸収部位が「回腸末端」であることも重要。
LSC_Set2_012,インスリン受容体のように、リガンドが結合すると自己リン酸化してシグナルを伝える受容体の種類はどれか。,Gタンパク質共役型受容体 (GPCR),イオンチャネル型受容体,チロシンキナーゼ型受容体,核内受容体,サイトカイン受容体,C,インスリンや成長因子の受容体は、細胞内ドメインにチロシンキナーゼ活性を持ち、リン酸化カスケードを開始する。,GPCR（7回膜貫通）とは仕組みが全く異なる。
LSC_Set2_013,がん抑制遺伝子であり、DNA損傷を検知して細胞周期を停止させたりアポトーシスを誘導することから「ゲノムの守護神」と呼ばれるのはどれか。,Ras,Myc,p53,Src,HER2,C,p53遺伝子は最も有名な癌抑制遺伝子で、多くの癌で変異が見られる。DNA修復や細胞死の指令塔。,"他（Ras, Myc, Src, HER2）は癌遺伝子（アクセル役）として働くことが多い。"
LSC_Set2_014,染色体の末端にあり、細胞分裂のたびに短縮し、細胞の寿命（老化）に関与する構造はどれか。,セントロメア,テロメア,ヌクレオソーム,プロモーター,エンハンサー,B,テロメアは染色体末端の反復配列で、DNA保護の役割を持つが、複製ごとに短くなり、ある限界を超えると細胞は分裂しなくなる（ヘイフリック限界）。,セントロメア（中央のくびれ）と混同しない。
LSC_Set2_015,特定の遺伝子のmRNAに結合して、その翻訳を抑制したり分解したりすることで遺伝子発現を抑制する現象（RNA干渉）に関与する短いRNAはどれか。,mRNA,tRNA,rRNA,miRNA (microRNA),snRNA,D,miRNAやsiRNAは、標的mRNAと相補的に結合して遺伝子発現を抑制（サイレンシング）する。,tRNAやrRNAは翻訳の実行部隊であり、抑制因子ではない。
LSC_Set2_016,アロステリック酵素において、反応速度と基質濃度の関係（ミカエリス・メンテンプロット）はどのような形状を示すか。,双曲線（直角双曲線）,シグモイド曲線（S字状）,直線,放物線,指数関数曲線,B,アロステリック酵素は、基質結合が協同性を持つため、S字状（シグモイド）の曲線を描く。ヘモグロビンの酸素解離曲線と同様。,ミカエリス・メンテン型酵素（双曲線）との違いが特徴的。
LSC_Set2_017,タンパク質を電気泳動で分離し、特異抗体を用いて特定のタンパク質を検出する実験手法はどれか。,サザンブロット,ノーザンブロット,ウエスタンブロット,PCR,ELISA,C,ウエスタンブロットはタンパク質を対象とする。サザンはDNA、ノーザンはRNA。,"東西南北の方角と対象分子（DNA, RNA, Protein）の対応は暗記必須。"
LSC_Set2_018,PCR（ポリメラーゼ連鎖反応）において、DNA鎖を変性させて一本鎖にする工程は通常何度で行われるか。,37℃,55℃,72℃,94℃,120℃,D,PCRは「熱変性（約94-98℃）」→「アニーリング（約50-65℃）」→「伸長（約72℃）」のサイクルを繰り返す。二本鎖をほどくには高温が必要。,72℃はTaqポリメラーゼの至適温度（伸長反応）。
ANAT_Set2_001,上腕骨骨幹部骨折の際、橈骨神経溝で損傷されやすい神経と、それによって生じる運動麻痺の徴候の組合せはどれか。,正中神経 － 猿手,尺骨神経 － 鷲手,橈骨神経 － 下垂手,腋窩神経 － 肩外転不能,筋皮神経 － 肘屈曲不能,C,橈骨神経は上腕骨の後面にある橈骨神経溝を走行するため、骨幹部骨折で損傷されやすい。手関節や指の伸展ができなくなり「下垂手」を呈する。,上腕骨外科頸骨折（腋窩神経）、上腕骨顆上骨折（正中・橈骨・尺骨神経）など、骨折部位による違いを明確に区別する。
ANAT_Set2_002,横隔膜を貫く3つの孔のうち、食道裂孔を通過する構造物はどれか。,下大静脈,大動脈,迷走神経,胸管,交感神経幹,C,食道裂孔（Th10レベル）は食道とともに迷走神経（前・後迷走神経幹）が通過する。,大動脈裂孔（大動脈、胸管）、大静脈孔（下大静脈）との通過物の混同に注意。
ANAT_Set2_003,脳神経のうち、副交感神経線維を含まないものはどれか。,動眼神経 (III),顔面神経 (VII),舌咽神経 (IX),迷走神経 (X),舌下神経 (XII),E,副交感神経成分を持つ脳神経は、III（動眼）、VII（顔面）、IX（舌咽）、X（迷走）の4つ（「港区（379）の10番」と覚える）。舌下神経は純粋な運動神経。,三叉神経（V）も副交感を含まないが、選択肢にある場合は注意。
ANAT_Set2_004,肝門（肝臓への出入り口）を通る構造物の位置関係において、最も前方（腹側）に位置するのは通常どれか。,固有肝動脈,門脈,総胆管（肝管）,肝静脈,下大静脈,C,肝十二指腸間膜内での位置関係は、右前方に総胆管、左前方に固有肝動脈、これら2つの後方に門脈が位置する。,肝静脈は肝門を通らず、肝臓の後面から直接下大静脈へ注ぐ。
ANAT_Set2_005,心臓の冠状動脈について、通常、洞房結節（洞結節）への血流を供給している枝はどれか。,左冠状動脈前下行枝 (LAD),左冠状動脈回旋枝 (LCX),右冠状動脈 (RCA),冠状静脈洞,大動脈弁,C,洞房結節枝は、約60%の症例で右冠状動脈から分枝する（残りは回旋枝）。房室結節への血流も約90%が右冠状動脈由来。,「心臓のメイン＝左前下行枝」というイメージから、刺激伝導系の栄養血管も左だと思い込まないように。
ANAT_Set2_006,大腿三角（スカルパ三角）を構成する要素に含まれないのはどれか。,鼠径靭帯,縫工筋,長内転筋,大腿二頭筋,大腿動脈・静脈,D,大腿三角は上縁：鼠径靭帯、外側縁：縫工筋、内側縁：長内転筋で囲まれた領域。大腿二頭筋はハムストリングス（後面）の筋。,"構成する筋肉の配置と、中を通る血管・神経（VAN: Vein, Artery, Nerveの内側からの順序）は頻出。"
HIST_Set2_001,気管や気管支の内面を覆う上皮組織の分類として正しいのはどれか。,単層扁平上皮,重層扁平上皮,多列線毛円柱上皮,移行上皮,単層立方上皮,C,呼吸器系の気道（気管〜気管支）は、異物排出のための線毛を持つ多列線毛円柱上皮で覆われている。,肺胞（ガス交換）は単層扁平上皮。声帯などの摩擦部は重層扁平上皮。場所による違いを整理する。
HIST_Set2_002,胃底腺において、ペプシノーゲンを分泌する細胞はどれか。,壁細胞,主細胞,副細胞（粘液細胞）,G細胞,D細胞,B,主細胞（Chief cell）はペプシノーゲン（タンパク分解酵素の前駆体）を分泌する。,壁細胞（塩酸・内因子）、G細胞（ガストリン）との機能の取り違えに注意。
HIST_Set2_003,骨格筋の組織学的特徴として誤っている記述はどれか。,多核細胞である。,横紋構造が見られる。,自律神経によって支配される。,筋原線維が含まれる。,随意筋である。,C,骨格筋は体性神経系（運動神経）の支配を受ける随意筋である。自律神経支配を受けるのは平滑筋と心筋。,「心筋も横紋筋だが不随意」という点と対比して覚える。
HIST_Set2_004,神経組織において、血液脳関門（BBB）の形成に深く関与しているグリア細胞はどれか。,アストロサイト（星状膠細胞）,オリゴデンドロサイト（希突起膠細胞）,ミクログリア（小膠細胞）,シュワン細胞,上衣細胞,A,アストロサイトの足突起は毛細血管を取り囲み、物質透過性を制限して血液脳関門を形成・維持する。,オリゴデンドロサイト（髄鞘形成）、ミクログリア（免疫担当）との機能区別。
PHYS_Set2_001,活動電位の発生時において、脱分極相（立ち上がり）を形成する主なイオンの動きはどれか。,Na+ の細胞内への流入,K+ の細胞外への流出,Ca2+ の細胞内への流入,Cl- の細胞内への流入,Na+ の細胞外への流出,A,静止膜電位からの脱分極は、電位依存性Na+チャネルの開口によるNa+の急激な流入によって起こる。,再分極相（K+流出）や、シナプス前終末でのCa2+流入と混同しないこと。
PHYS_Set2_002,骨格筋における興奮収縮連関において、筋小胞体からCa2+を放出させるトリガーとなる受容体はどれか。,ニコチン性アセチルコリン受容体,ムスカリン性アセチルコリン受容体,リアノジン受容体,ジヒドロピリジン受容体,グルタミン酸受容体,C,T管の膜電位変化をジヒドロピリジン受容体が感知し、それが物理的に連結している筋小胞体上のリアノジン受容体を開口させ、Ca2+を放出させる。直接放出するのはリアノジン受容体。,受容体の名前だけでなく、その役割（センサー役か、放出チャンネル役か）を理解する。
PHYS_Set2_003,心室筋の活動電位において、プラトー相（第2相）で膜電位が長時間維持される主な要因はどれか。,Na+ の持続的流入,K+ の一過性流出,Ca2+ (L型) の流入と K+ の流出のバランス,Cl- の流入,Na+-K+ ポンプの活性化,C,心筋特有のプラトー相は、L型Ca2+チャネルからのCa2+流入（脱分極維持）と、K+チャネルからのK+流出（再分極）が拮抗しているために生じる。これにより不応期が長くなる。,神経や骨格筋の活動電位（プラトーがない）との決定的な違い。
PHYS_Set2_004,フランク・スターリングの法則（心臓）が示している生理学的関係はどれか。,心拍数が増えると心拍出量が増える。,後負荷（血圧）が上がると一回拍出量が減る。,前負荷（静脈還流量・心室拡張末期容積）が増えると一回拍出量が増える。,心収縮力は交感神経活動に比例する。,心室壁が厚くなると収縮力が増す。,C,心筋は引き伸ばされるほど（拡張末期容積が増えるほど）、より強く収縮して一回拍出量を増やす性質がある。これをフランク・スターリングの法則という。,自律神経による調節（収縮力増強）とは別の、心臓そのものが持つ機械的な性質である点に注意。
